event_id,timestamp,user_id,application,application_category,requests,data_uploaded_mb,device,location,approved,ground_truth
SAAS-00251,2025-06-11T14:57:35,user_045,GitHub,Development,43,11.37,Managed macOS Laptop,Bengaluru,True,0
SAAS-00132,2025-06-11T14:58:28,user_021,Salesforce,CRM,63,6.29,Managed macOS Laptop,Bengaluru,True,0
SAAS-01120,2025-06-11T15:12:09,user_020,Microsoft 365,Productivity,59,6.48,Managed Windows Laptop,Chennai,True,0
SAAS-00769,2025-06-11T15:30:04,user_016,OneDrive,Storage,42,4.32,Managed Windows Laptop,Chennai,True,0
SAAS-00937,2025-06-11T15:58:56,user_002,Dropbox,Storage,35,10.03,Managed Windows Laptop,Hyderabad,False,1
SAAS-00576,2025-06-11T16:07:19,user_044,Google Workspace,Productivity,45,8.89,Managed Windows Laptop,Chennai,True,0
SAAS-00053,2025-06-11T16:16:07,user_021,Google Workspace,Productivity,31,13.18,Managed macOS Laptop,Bengaluru,True,0
SAAS-00564,2025-06-11T16:34:00,user_002,Microsoft 365,Productivity,82,14.56,Managed Windows Laptop,Hyderabad,True,0
SAAS-00809,2025-06-11T16:34:56,user_035,Microsoft 365,Productivity,76,265.58,Managed macOS Laptop,Pune,True,1
SAAS-00838,2025-06-11T16:37:39,user_049,Salesforce,CRM,40,12.42,Managed macOS Laptop,Bengaluru,True,0
SAAS-00391,2025-06-11T17:01:31,user_034,Slack,Collaboration,34,14.05,Managed Windows Laptop,Hyderabad,True,0
SAAS-00203,2025-06-11T17:25:02,user_021,DeepSeek,AI Assistant,56,14.83,Managed macOS Laptop,Bengaluru,False,1
SAAS-01032,2025-06-11T17:26:12,user_032,Jira,Project Management,55,22.69,Managed Windows Laptop,Chennai,True,0
SAAS-01023,2025-06-11T17:42:16,user_029,OneDrive,Storage,51,9.47,Managed macOS Laptop,Bengaluru,True,0
SAAS-00644,2025-06-11T17:43:58,user_040,GitHub,Development,65,2.18,Managed Windows Laptop,Chennai,True,0
SAAS-01069,2025-06-11T18:19:58,user_017,Slack,Collaboration,57,10.17,Managed macOS Laptop,Bengaluru,True,0
SAAS-00974,2025-06-11T18:25:02,user_012,Salesforce,CRM,57,1.49,Managed Windows Laptop,Chennai,True,0
SAAS-00247,2025-06-11T18:29:09,user_034,GitHub,Development,25,9.28,Managed Windows Laptop,Hyderabad,True,0
SAAS-00696,2025-06-11T18:45:55,user_048,Trello,Project Management,66,3.63,Managed Windows Laptop,Chennai,False,1
SAAS-00584,2025-06-12T08:22:42,user_026,Jira,Project Management,99,4.56,Managed Windows Laptop,Hyderabad,True,0
SAAS-00180,2025-06-12T08:41:36,user_014,Slack,Collaboration,30,12.51,Managed Windows Laptop,Hyderabad,True,0
SAAS-00009,2025-06-12T09:13:53,user_031,OneDrive,Storage,32,7.86,Managed macOS Laptop,Pune,True,0
SAAS-00978,2025-06-12T09:17:57,user_023,OneDrive,Storage,63,3.77,Managed macOS Laptop,Pune,True,0
SAAS-01118,2025-06-12T09:19:56,user_022,Slack,Collaboration,59,7.14,Managed Windows Laptop,Hyderabad,True,0
SAAS-00234,2025-06-12T09:34:49,user_045,OneDrive,Storage,60,17.72,Managed macOS Laptop,Bengaluru,True,0
SAAS-00230,2025-06-12T09:41:12,user_030,Jira,Project Management,95,14.13,Managed Windows Laptop,Hyderabad,True,0
SAAS-00630,2025-06-12T09:44:46,user_006,Jira,Project Management,95,7.45,Managed Windows Laptop,Hyderabad,True,0
SAAS-00041,2025-06-12T10:03:22,user_037,Google Workspace,Productivity,35,11.99,Managed macOS Laptop,Bengaluru,True,0
SAAS-00660,2025-06-12T10:09:59,user_028,Zoom,Communication,75,16.1,Managed Windows Laptop,Chennai,True,0
SAAS-00427,2025-06-12T10:43:44,user_008,GitHub,Development,74,6.27,Managed Windows Laptop,Chennai,True,0
SAAS-00837,2025-06-12T10:59:31,user_050,Claude,AI Assistant,84,6.1,Managed Windows Laptop,Hyderabad,False,1
SAAS-00819,2025-06-12T11:09:55,user_029,OneDrive,Storage,85,34.24,Managed macOS Laptop,Bengaluru,True,0
SAAS-00236,2025-06-12T11:41:18,user_014,Zoom,Communication,55,0.55,Managed Windows Laptop,Hyderabad,True,0
SAAS-00723,2025-06-12T11:44:32,user_013,GitHub,Development,39,7.59,Managed macOS Laptop,Bengaluru,True,0
SAAS-01061,2025-06-12T12:35:02,user_031,Salesforce,CRM,31,6.29,Managed macOS Laptop,Pune,True,0
SAAS-00721,2025-06-12T12:43:15,user_031,Slack,Collaboration,37,3.12,Managed macOS Laptop,Pune,True,0
SAAS-00197,2025-06-12T12:58:20,user_046,ChatGPT,AI Assistant,38,27.7,Managed Windows Laptop,Hyderabad,False,1
SAAS-00905,2025-06-12T13:09:06,user_021,Slack,Collaboration,84,7.42,Managed macOS Laptop,Bengaluru,True,0
SAAS-00884,2025-06-12T13:14:25,user_040,Slack,Collaboration,53,4.92,Managed Windows Laptop,Chennai,True,0
SAAS-01090,2025-06-12T13:54:13,user_011,Slack,Collaboration,54,2.97,Managed macOS Laptop,Pune,True,0
SAAS-00395,2025-06-12T14:00:39,user_026,Jira,Project Management,92,803.72,Managed Windows Laptop,Hyderabad,True,1
SAAS-01019,2025-06-12T14:12:04,user_018,WeTransfer,File Transfer,87,13.15,Managed Windows Laptop,Hyderabad,False,1
SAAS-00281,2025-06-12T14:32:06,user_011,WeTransfer,File Transfer,45,18.14,Managed macOS Laptop,Pune,False,1
SAAS-00800,2025-06-12T14:39:57,user_016,Salesforce,CRM,67,15.39,Managed Windows Laptop,Chennai,True,0
SAAS-00745,2025-06-12T14:47:16,user_029,Zoom,Communication,52,3.03,Managed macOS Laptop,Bengaluru,True,0
SAAS-00958,2025-06-12T15:01:28,user_045,Jira,Project Management,48,2.91,Managed macOS Laptop,Bengaluru,True,0
SAAS-01098,2025-06-12T15:20:36,user_019,Microsoft 365,Productivity,79,6.73,Managed macOS Laptop,Pune,True,0
SAAS-00992,2025-06-12T16:01:55,user_009,Salesforce,CRM,43,2.61,Managed macOS Laptop,Bengaluru,True,0
SAAS-00228,2025-06-12T16:04:17,user_009,Microsoft 365,Productivity,8,2.43,Managed macOS Laptop,Bengaluru,True,0
SAAS-00450,2025-06-12T16:48:56,user_020,Jira,Project Management,43,6.79,Managed Windows Laptop,Chennai,True,0
SAAS-01181,2025-06-12T17:01:09,user_042,Gemini,AI Assistant,51,21.61,Managed Windows Laptop,Hyderabad,False,1
SAAS-01135,2025-06-12T17:07:15,user_038,Zoom,Communication,47,10.67,Managed Windows Laptop,Hyderabad,True,0
SAAS-00142,2025-06-12T17:18:38,user_002,Jira,Project Management,51,2.03,Managed Windows Laptop,Hyderabad,True,0
SAAS-00882,2025-06-12T17:21:14,user_003,Salesforce,CRM,25,25.8,Managed macOS Laptop,Pune,True,0
SAAS-00847,2025-06-12T17:40:05,user_004,Salesforce,CRM,42,8.73,Managed Windows Laptop,Chennai,True,0
SAAS-00189,2025-06-12T17:51:23,user_007,Slack,Collaboration,46,17.14,Managed macOS Laptop,Pune,True,0
SAAS-01007,2025-06-12T17:53:42,user_016,Zoom,Communication,73,6.75,Managed Windows Laptop,Chennai,True,0
SAAS-00074,2025-06-12T18:22:07,user_025,OneDrive,Storage,497,12.78,Managed macOS Laptop,Bengaluru,True,1
SAAS-01122,2025-06-12T18:36:46,user_023,OneDrive,Storage,47,15.87,Managed macOS Laptop,Pune,True,0
SAAS-00272,2025-06-12T18:56:34,user_033,Slack,Collaboration,62,5.85,Managed macOS Laptop,Bengaluru,True,0
SAAS-00582,2025-06-13T01:13:04,user_035,Zoom,Communication,16,7.27,Managed macOS Laptop,Pune,True,1
SAAS-00337,2025-06-13T01:23:23,user_023,Jira,Project Management,76,2.73,Managed macOS Laptop,Pune,True,1
SAAS-00019,2025-06-13T03:23:09,user_022,Slack,Collaboration,55,6.03,Managed Windows Laptop,Hyderabad,True,1
SAAS-00590,2025-06-13T03:37:20,user_012,Zoom,Communication,41,3.32,Managed Windows Laptop,Chennai,True,1
SAAS-01015,2025-06-13T08:04:48,user_033,GitHub,Development,55,8.3,Managed macOS Laptop,Bengaluru,True,0
SAAS-00993,2025-06-13T08:10:30,user_025,Salesforce,CRM,67,15.08,Managed macOS Laptop,Bengaluru,True,0
SAAS-01088,2025-06-13T08:14:05,user_048,Jira,Project Management,75,5.23,Managed Windows Laptop,Chennai,True,0
SAAS-00608,2025-06-13T09:04:20,user_026,Zoom,Communication,61,12.42,Managed Windows Laptop,Hyderabad,True,0
SAAS-00920,2025-06-13T09:09:09,user_030,Salesforce,CRM,73,631.28,Managed Windows Laptop,Hyderabad,True,1
SAAS-00168,2025-06-13T09:24:04,user_031,Salesforce,CRM,35,4.83,Managed macOS Laptop,Pune,True,0
SAAS-00733,2025-06-13T09:39:32,user_008,Salesforce,CRM,61,19.31,Managed Windows Laptop,Chennai,True,0
SAAS-00454,2025-06-13T10:01:51,user_033,Google Workspace,Productivity,50,23.59,Managed macOS Laptop,Bengaluru,True,0
SAAS-00003,2025-06-13T10:07:02,user_003,Zoom,Communication,36,12.17,Managed macOS Laptop,Pune,True,0
SAAS-00056,2025-06-13T10:18:40,user_024,Salesforce,CRM,81,3.05,Managed Windows Laptop,Chennai,True,0
SAAS-00181,2025-06-13T10:20:27,user_021,Microsoft 365,Productivity,58,4.8,Managed macOS Laptop,Bengaluru,True,0
SAAS-01089,2025-06-13T10:25:52,user_044,Zoom,Communication,37,15.64,Managed Windows Laptop,Chennai,True,0
SAAS-00050,2025-06-13T10:37:13,user_048,GitHub,Development,48,6.16,Managed Windows Laptop,Chennai,True,0
SAAS-00404,2025-06-13T10:44:04,user_046,OneDrive,Storage,45,3.17,Managed Windows Laptop,Hyderabad,True,0
SAAS-00754,2025-06-13T11:10:59,user_032,OneDrive,Storage,80,12.84,Managed Windows Laptop,Chennai,True,0
SAAS-00875,2025-06-13T11:12:07,user_022,Microsoft 365,Productivity,34,3.28,Managed Windows Laptop,Hyderabad,True,0
SAAS-00511,2025-06-13T11:35:39,user_026,OneDrive,Storage,39,15.83,Managed Windows Laptop,Hyderabad,True,0
SAAS-01200,2025-06-13T12:03:16,user_026,Claude,AI Assistant,37,21.52,Managed Windows Laptop,Hyderabad,False,1
SAAS-00714,2025-06-13T12:49:58,user_011,Salesforce,CRM,18,12.29,Managed macOS Laptop,Pune,True,0
SAAS-01156,2025-06-13T12:56:12,user_039,Google Workspace,Productivity,58,1.21,Managed macOS Laptop,Pune,True,0
SAAS-00834,2025-06-13T13:02:16,user_022,Salesforce,CRM,39,3.29,Managed Windows Laptop,Hyderabad,True,0
SAAS-00893,2025-06-13T13:10:27,user_014,Salesforce,CRM,46,8.18,Managed Windows Laptop,Hyderabad,True,0
SAAS-00310,2025-06-13T13:26:45,user_014,Zoom,Communication,43,10.55,Managed Windows Laptop,Hyderabad,True,0
SAAS-00917,2025-06-13T13:35:27,user_018,Salesforce,CRM,65,8.67,Managed Windows Laptop,Hyderabad,True,0
SAAS-00353,2025-06-13T13:37:09,user_016,Microsoft 365,Productivity,46,8.62,Managed Windows Laptop,Chennai,True,0
SAAS-00166,2025-06-13T13:38:14,user_001,Slack,Collaboration,58,1.77,Managed macOS Laptop,Bengaluru,True,0
SAAS-00688,2025-06-13T13:47:26,user_022,Microsoft 365,Productivity,52,7.67,Managed Windows Laptop,Hyderabad,True,0
SAAS-00609,2025-06-13T14:03:11,user_022,OneDrive,Storage,89,12.3,Managed Windows Laptop,Hyderabad,True,0
SAAS-00614,2025-06-13T14:37:23,user_039,Salesforce,CRM,38,2.7,Managed macOS Laptop,Pune,True,0
SAAS-00092,2025-06-13T14:56:50,user_012,Zoom,Communication,51,6.38,Managed Windows Laptop,Chennai,True,0
SAAS-00617,2025-06-13T15:16:32,user_026,Google Workspace,Productivity,37,14.31,Managed Windows Laptop,Hyderabad,True,0
SAAS-00107,2025-06-13T15:18:51,user_007,Microsoft 365,Productivity,24,8.68,Managed macOS Laptop,Pune,True,0
SAAS-00566,2025-06-13T15:22:29,user_016,OneDrive,Storage,44,9.6,Managed Windows Laptop,Chennai,True,0
SAAS-00507,2025-06-13T15:26:34,user_041,Zoom,Communication,40,4.56,Managed macOS Laptop,Bengaluru,True,0
SAAS-00109,2025-06-13T16:04:42,user_044,Slack,Collaboration,16,11.37,Managed Windows Laptop,Chennai,True,0
SAAS-00607,2025-06-13T16:20:52,user_024,OneDrive,Storage,474,13.13,Managed Windows Laptop,Chennai,True,1
SAAS-00212,2025-06-13T16:24:18,user_047,Jira,Project Management,61,7.75,Managed macOS Laptop,Pune,True,0
SAAS-00416,2025-06-13T16:36:40,user_038,Zoom,Communication,64,891.32,Managed Windows Laptop,Hyderabad,True,1
SAAS-01136,2025-06-13T16:59:05,user_050,Slack,Collaboration,56,19.24,Managed Windows Laptop,Hyderabad,True,0
SAAS-00927,2025-06-13T17:04:21,user_046,Zoom,Communication,55,211.66,Managed Windows Laptop,Hyderabad,True,1
SAAS-00691,2025-06-13T17:39:02,user_014,OneDrive,Storage,45,18.84,Managed Windows Laptop,Hyderabad,True,0
SAAS-00550,2025-06-13T17:43:31,user_050,GitHub,Development,64,4.54,Managed Windows Laptop,Hyderabad,True,0
SAAS-00439,2025-06-13T17:45:17,user_014,Google Workspace,Productivity,33,10.48,Managed Windows Laptop,Hyderabad,True,0
SAAS-00846,2025-06-13T17:57:29,user_024,Zoom,Communication,330,2.92,Managed Windows Laptop,Chennai,True,1
SAAS-00826,2025-06-13T17:58:14,user_028,DeepSeek,AI Assistant,53,7.55,Managed Windows Laptop,Chennai,False,1
SAAS-00313,2025-06-13T18:24:41,user_047,Microsoft 365,Productivity,65,4.47,Managed macOS Laptop,Pune,True,0
SAAS-00417,2025-06-13T18:53:45,user_013,OneDrive,Storage,31,10.73,Managed macOS Laptop,Bengaluru,True,0
SAAS-00277,2025-06-14T01:25:14,user_015,Jira,Project Management,58,7.07,Managed macOS Laptop,Pune,True,1
SAAS-00447,2025-06-14T08:02:25,user_030,Microsoft 365,Productivity,57,1.23,Managed Windows Laptop,Hyderabad,True,0
SAAS-00852,2025-06-14T08:10:01,user_008,GitHub,Development,90,14.39,Managed Windows Laptop,Chennai,True,0
SAAS-00640,2025-06-14T08:23:54,user_007,Google Workspace,Productivity,39,9.55,Managed macOS Laptop,Pune,True,0
SAAS-00149,2025-06-14T08:37:43,user_038,Salesforce,CRM,30,8.68,Managed Windows Laptop,Hyderabad,True,0
SAAS-01141,2025-06-14T08:45:15,user_012,Jira,Project Management,24,2.93,Managed Windows Laptop,Chennai,True,0
SAAS-01119,2025-06-14T09:08:48,user_045,Jira,Project Management,53,2.9,Managed macOS Laptop,Bengaluru,True,0
SAAS-01178,2025-06-14T09:12:33,user_021,Jira,Project Management,63,14.2,Managed macOS Laptop,Bengaluru,True,0
SAAS-00375,2025-06-14T09:58:30,user_028,Slack,Collaboration,58,11.44,Managed Windows Laptop,Chennai,True,0
SAAS-00827,2025-06-14T10:12:57,user_026,Zoom,Communication,62,8.47,Managed Windows Laptop,Hyderabad,True,0
SAAS-00335,2025-06-14T10:16:44,user_033,Salesforce,CRM,80,5.48,Managed macOS Laptop,Bengaluru,True,0
SAAS-00642,2025-06-14T10:20:50,user_021,Jira,Project Management,90,4.63,Managed macOS Laptop,Bengaluru,True,0
SAAS-00225,2025-06-14T10:29:52,user_001,Google Workspace,Productivity,33,9.43,Managed macOS Laptop,Bengaluru,True,0
SAAS-00543,2025-06-14T10:42:11,user_023,GitHub,Development,80,6.15,Managed macOS Laptop,Pune,True,0
SAAS-00243,2025-06-14T11:06:23,user_035,OneDrive,Storage,48,3.61,Managed macOS Laptop,Pune,True,0
SAAS-00275,2025-06-14T11:11:22,user_041,Google Workspace,Productivity,81,9.61,Managed macOS Laptop,Bengaluru,True,0
SAAS-00283,2025-06-14T11:36:34,user_041,Zoom,Communication,47,1.22,Managed macOS Laptop,Bengaluru,True,0
SAAS-00388,2025-06-14T11:41:01,user_004,OneDrive,Storage,453,20.54,Managed Windows Laptop,Chennai,True,1
SAAS-00070,2025-06-14T12:00:34,user_002,Google Workspace,Productivity,31,586.86,Managed Windows Laptop,Hyderabad,True,1
SAAS-01164,2025-06-14T12:02:03,user_040,Microsoft 365,Productivity,596,8.12,Managed Windows Laptop,Chennai,True,1
SAAS-00656,2025-06-14T13:36:57,user_015,GitHub,Development,46,7.61,Managed macOS Laptop,Pune,True,0
SAAS-00052,2025-06-14T14:15:17,user_031,Slack,Collaboration,53,1.69,Managed macOS Laptop,Pune,True,0
SAAS-01087,2025-06-14T14:17:00,user_034,Slack,Collaboration,79,7.36,Managed Windows Laptop,Hyderabad,True,0
SAAS-00033,2025-06-14T14:27:41,user_049,Notion,Productivity,57,9.95,Managed macOS Laptop,Bengaluru,False,1
SAAS-00108,2025-06-14T14:38:01,user_019,Slack,Collaboration,32,6.48,Managed macOS Laptop,Pune,True,0
SAAS-00692,2025-06-14T15:03:23,user_026,Microsoft 365,Productivity,38,7.53,Managed Windows Laptop,Hyderabad,True,0
SAAS-00097,2025-06-14T15:03:48,user_003,Slack,Collaboration,53,5.51,Managed macOS Laptop,Pune,True,0
SAAS-00808,2025-06-14T15:06:28,user_019,OneDrive,Storage,39,6.06,Managed macOS Laptop,Pune,True,0
SAAS-00832,2025-06-14T15:15:36,user_040,Microsoft 365,Productivity,59,7.18,Managed Windows Laptop,Chennai,True,0
SAAS-01048,2025-06-14T15:54:21,user_003,GitHub,Development,52,17.41,Managed macOS Laptop,Pune,True,0
SAAS-00496,2025-06-14T16:09:24,user_010,Microsoft 365,Productivity,43,8.74,Managed Windows Laptop,Hyderabad,True,0
SAAS-01123,2025-06-14T17:11:33,user_043,Claude,AI Assistant,38,15.17,Managed macOS Laptop,Pune,False,1
SAAS-00038,2025-06-14T17:13:39,user_013,Slack,Collaboration,29,1.81,Managed macOS Laptop,Bengaluru,True,0
SAAS-00441,2025-06-14T17:14:40,user_046,OneDrive,Storage,30,11.58,Managed Windows Laptop,Hyderabad,True,0
SAAS-00710,2025-06-14T17:25:57,user_040,OneDrive,Storage,42,12.66,Managed Windows Laptop,Chennai,True,0
SAAS-00383,2025-06-14T17:28:07,user_025,OneDrive,Storage,44,899.57,Managed macOS Laptop,Bengaluru,True,1
SAAS-00877,2025-06-14T18:08:55,user_005,Google Workspace,Productivity,61,40.48,Managed macOS Laptop,Bengaluru,True,0
SAAS-00430,2025-06-14T18:34:52,user_014,Microsoft 365,Productivity,52,9.59,Managed Windows Laptop,Hyderabad,True,0
SAAS-00080,2025-06-14T18:39:02,user_019,Dropbox,Storage,41,13.67,Managed macOS Laptop,Pune,False,1
SAAS-00674,2025-06-14T22:13:20,user_049,OneDrive,Storage,85,9.56,Managed macOS Laptop,Bengaluru,True,1
SAAS-00044,2025-06-15T08:13:00,user_015,Microsoft 365,Productivity,41,649.63,Managed macOS Laptop,Pune,True,1
SAAS-00288,2025-06-15T08:23:43,user_035,Jira,Project Management,37,18.5,Managed macOS Laptop,Pune,True,0
SAAS-01042,2025-06-15T08:28:26,user_041,Gemini,AI Assistant,50,32.49,Managed macOS Laptop,Bengaluru,False,1
SAAS-00793,2025-06-15T08:41:46,user_027,GitHub,Development,8,29.92,Managed macOS Laptop,Pune,True,0
SAAS-00517,2025-06-15T08:51:45,user_022,Microsoft 365,Productivity,649,6.6,Managed Windows Laptop,Hyderabad,True,1
SAAS-00082,2025-06-15T08:54:52,user_006,Jira,Project Management,50,5.59,Managed Windows Laptop,Hyderabad,True,0
SAAS-00057,2025-06-15T09:04:08,user_006,Zoom,Communication,43,4.35,Managed Windows Laptop,Hyderabad,True,0
SAAS-00040,2025-06-15T09:05:41,user_050,Microsoft 365,Productivity,72,16.52,Managed Windows Laptop,Hyderabad,True,0
SAAS-00500,2025-06-15T09:21:46,user_033,Zoom,Communication,49,3.76,Managed macOS Laptop,Bengaluru,True,0
SAAS-01110,2025-06-15T09:21:56,user_048,WeTransfer,File Transfer,58,10.89,Managed Windows Laptop,Chennai,False,1
SAAS-00284,2025-06-15T09:28:47,user_023,Google Workspace,Productivity,84,4.32,Managed macOS Laptop,Pune,True,0
SAAS-00892,2025-06-15T10:05:17,user_003,Microsoft 365,Productivity,85,3.21,Managed macOS Laptop,Pune,True,0
SAAS-01033,2025-06-15T10:07:16,user_008,Trello,Project Management,12,2.86,Managed Windows Laptop,Chennai,False,1
SAAS-00344,2025-06-15T10:13:35,user_043,Google Workspace,Productivity,66,20.36,Managed macOS Laptop,Pune,True,0
SAAS-00637,2025-06-15T10:40:41,user_024,Zoom,Communication,39,2.36,Managed Windows Laptop,Chennai,True,0
SAAS-00650,2025-06-15T10:46:48,user_003,Zoom,Communication,45,6.31,Managed macOS Laptop,Pune,True,0
SAAS-01031,2025-06-15T10:48:45,user_046,Salesforce,CRM,74,2.86,Managed Windows Laptop,Hyderabad,True,0
SAAS-00855,2025-06-15T10:58:16,user_020,GitHub,Development,52,833.62,Managed Windows Laptop,Chennai,True,1
SAAS-00586,2025-06-15T11:05:52,user_047,Salesforce,CRM,49,30.13,Managed macOS Laptop,Pune,True,0
SAAS-00058,2025-06-15T11:20:15,user_013,ChatGPT,AI Assistant,70,7.99,Managed macOS Laptop,Bengaluru,False,1
SAAS-01140,2025-06-15T11:27:13,user_050,DeepSeek,AI Assistant,65,26.77,Managed Windows Laptop,Hyderabad,False,1
SAAS-00156,2025-06-15T11:38:43,user_014,Microsoft 365,Productivity,68,16.33,Managed Windows Laptop,Hyderabad,True,0
SAAS-00730,2025-06-15T11:54:39,user_032,Jira,Project Management,90,4.85,Managed Windows Laptop,Chennai,True,0
SAAS-00930,2025-06-15T13:23:49,user_018,Microsoft 365,Productivity,43,7.14,Managed Windows Laptop,Hyderabad,True,0
SAAS-00128,2025-06-15T13:34:51,user_042,Jira,Project Management,42,5.03,Managed Windows Laptop,Hyderabad,True,0
SAAS-00418,2025-06-15T13:36:52,user_041,GitHub,Development,90,7.72,Managed macOS Laptop,Bengaluru,True,0
SAAS-00631,2025-06-15T13:41:37,user_007,OneDrive,Storage,50,6.87,Managed macOS Laptop,Pune,True,0
SAAS-00534,2025-06-15T13:43:25,user_033,Zoom,Communication,417,5.51,Managed macOS Laptop,Bengaluru,True,1
SAAS-00291,2025-06-15T13:55:48,user_022,Salesforce,CRM,36,4.26,Managed Windows Laptop,Hyderabad,True,0
SAAS-00966,2025-06-15T14:11:31,user_005,OneDrive,Storage,58,13.71,Managed macOS Laptop,Bengaluru,True,0
SAAS-00039,2025-06-15T14:14:30,user_008,Notion,Productivity,69,8.5,Managed Windows Laptop,Chennai,False,1
SAAS-00796,2025-06-15T14:16:37,user_015,Salesforce,CRM,78,4.65,Managed macOS Laptop,Pune,True,0
SAAS-00956,2025-06-15T14:17:35,user_047,Zoom,Communication,55,6.11,Managed macOS Laptop,Pune,True,0
SAAS-00324,2025-06-15T14:34:12,user_018,Jira,Project Management,82,7.83,Managed Windows Laptop,Hyderabad,True,0
SAAS-00817,2025-06-15T15:25:09,user_020,Zoom,Communication,79,20.33,Managed Windows Laptop,Chennai,True,0
SAAS-00297,2025-06-15T15:34:31,user_026,Jira,Project Management,62,3.68,Managed Windows Laptop,Hyderabad,True,0
SAAS-00195,2025-06-15T16:10:26,user_009,GitHub,Development,54,10.76,Managed macOS Laptop,Bengaluru,True,0
SAAS-00118,2025-06-15T16:48:46,user_011,OneDrive,Storage,52,1.65,Managed macOS Laptop,Pune,True,0
SAAS-00717,2025-06-15T16:53:16,user_038,Google Workspace,Productivity,61,3.4,Managed Windows Laptop,Hyderabad,True,0
SAAS-00537,2025-06-15T16:55:41,user_022,Slack,Collaboration,53,10.57,Managed Windows Laptop,Hyderabad,True,0
SAAS-00296,2025-06-15T17:06:04,user_002,Jira,Project Management,53,5.64,Managed Windows Laptop,Hyderabad,True,0
SAAS-00878,2025-06-15T17:18:52,user_021,Microsoft 365,Productivity,72,342.44,Managed macOS Laptop,Bengaluru,True,1
SAAS-00399,2025-06-15T17:26:31,user_043,Microsoft 365,Productivity,65,7.82,Managed macOS Laptop,Pune,True,0
SAAS-00828,2025-06-15T17:27:00,user_034,Google Workspace,Productivity,47,4.79,Managed Windows Laptop,Hyderabad,True,0
SAAS-00077,2025-06-15T18:12:26,user_019,OneDrive,Storage,68,1.19,Managed macOS Laptop,Pune,True,0
SAAS-00253,2025-06-15T18:14:56,user_019,Zoom,Communication,73,736.2,Managed macOS Laptop,Pune,True,1
SAAS-00969,2025-06-15T18:30:58,user_002,Salesforce,CRM,77,16.41,Managed Windows Laptop,Hyderabad,True,0
SAAS-00681,2025-06-15T18:31:26,user_009,Microsoft 365,Productivity,56,7.66,Managed macOS Laptop,Bengaluru,True,0
SAAS-00625,2025-06-15T18:32:54,user_048,Jira,Project Management,22,9.03,Managed Windows Laptop,Chennai,True,0
SAAS-00127,2025-06-15T18:44:02,user_040,Google Workspace,Productivity,11,542.07,Managed Windows Laptop,Chennai,True,1
SAAS-00448,2025-06-16T08:04:09,user_050,Jira,Project Management,50,9.41,Managed Windows Laptop,Hyderabad,True,0
SAAS-00238,2025-06-16T08:06:02,user_022,Google Workspace,Productivity,56,35.1,Managed Windows Laptop,Hyderabad,True,0
SAAS-00219,2025-06-16T08:07:42,user_022,Zoom,Communication,53,632.84,Managed Windows Laptop,Hyderabad,True,1
SAAS-00788,2025-06-16T08:17:38,user_024,Salesforce,CRM,472,4.87,Managed Windows Laptop,Chennai,True,1
SAAS-00293,2025-06-16T08:20:33,user_015,Google Workspace,Productivity,63,6.23,Managed macOS Laptop,Pune,True,0
SAAS-00401,2025-06-16T08:28:17,user_028,Salesforce,CRM,35,1.64,Managed Windows Laptop,Chennai,True,0
SAAS-01186,2025-06-16T08:40:06,user_020,Salesforce,CRM,85,10.98,Managed Windows Laptop,Chennai,True,0
SAAS-00903,2025-06-16T08:50:06,user_005,Zoom,Communication,61,8.65,Managed macOS Laptop,Bengaluru,True,0
SAAS-00021,2025-06-16T09:05:40,user_027,Slack,Collaboration,61,11.48,Managed macOS Laptop,Pune,True,0
SAAS-00544,2025-06-16T09:20:46,user_050,Zoom,Communication,55,9.23,Managed Windows Laptop,Hyderabad,True,0
SAAS-00355,2025-06-16T10:07:37,user_017,Slack,Collaboration,34,5.3,Managed macOS Laptop,Bengaluru,True,0
SAAS-01022,2025-06-16T10:19:07,user_037,Claude,AI Assistant,48,19.67,Managed macOS Laptop,Bengaluru,False,1
SAAS-00866,2025-06-16T11:08:38,user_042,Zoom,Communication,51,7.13,Managed Windows Laptop,Hyderabad,True,0
SAAS-01183,2025-06-16T11:12:53,user_038,Zoom,Communication,53,10.44,Managed Windows Laptop,Hyderabad,True,0
SAAS-00468,2025-06-16T11:16:07,user_032,Slack,Collaboration,41,1.48,Managed Windows Laptop,Chennai,True,0
SAAS-00593,2025-06-16T11:34:08,user_041,Slack,Collaboration,77,4.08,Managed macOS Laptop,Bengaluru,True,0
SAAS-00205,2025-06-16T12:28:49,user_031,Salesforce,CRM,56,28.92,Managed macOS Laptop,Pune,True,0
SAAS-00185,2025-06-16T13:08:47,user_023,OneDrive,Storage,75,6.96,Managed macOS Laptop,Pune,True,0
SAAS-00798,2025-06-16T13:10:30,user_024,Slack,Collaboration,75,7.62,Managed Windows Laptop,Chennai,True,0
SAAS-00306,2025-06-16T13:16:45,user_003,Zoom,Communication,33,11.53,Managed macOS Laptop,Pune,True,0
SAAS-00215,2025-06-16T13:17:50,user_044,GitHub,Development,37,7.67,Managed Windows Laptop,Chennai,True,0
SAAS-01095,2025-06-16T13:19:00,user_007,GitHub,Development,49,14.61,Managed macOS Laptop,Pune,True,0
SAAS-00193,2025-06-16T13:33:07,user_038,Microsoft 365,Productivity,106,9.65,Managed Windows Laptop,Hyderabad,True,0
