incident_id,user_id,events,risk_score,risk_level,reason
INC-0158,user_023,"[{""event_id"": ""SAAS-00046"", ""timestamp"": ""2025-06-02T09:25:23"", ""alert_type"": ""Shadow IT"", ""severity"": ""Medium"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-02 09:25 to 2025-06-02 09:25; indicators: Shadow IT (+30).
INC-0159,user_023,"[{""event_id"": ""SAAS-01106"", ""timestamp"": ""2025-06-03T11:44:42"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-03 11:44 to 2025-06-03 11:44; indicators: Shadow AI (+30).
INC-0160,user_023,"[{""event_id"": ""CLOUD-00140"", ""timestamp"": ""2025-06-04T22:53:29"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""10.10.3.84"", ""resource"": ""aws:console""}, {""event_id"": ""CLOUD-00989"", ""timestamp"": ""2025-06-05T09:42:30"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.64.44"", ""resource"": ""aws:console""}]",30,Low,"2 related alerts from 2025-06-04 22:53 to 2025-06-05 09:42; indicators: Unusual Access Time (+10), Unknown IP (+20). External IP context: 185.220.64.44. Resource context: aws:console."
INC-0161,user_023,"[{""event_id"": ""CLOUD-00807"", ""timestamp"": ""2025-06-08T12:50:30"", ""alert_type"": ""Create Access Key"", ""severity"": ""High"", ""source_ip"": ""10.10.3.155"", ""resource"": ""iam:access-key""}]",25,Low,1 related alerts from 2025-06-08 12:50 to 2025-06-08 12:50; indicators: Create Access Key (+25). Resource context: iam:access-key.
INC-0162,user_023,"[{""event_id"": ""CLOUD-00527"", ""timestamp"": ""2025-06-22T11:24:27"", ""alert_type"": ""Create Access Key"", ""severity"": ""High"", ""source_ip"": ""10.10.3.169"", ""resource"": ""iam:access-key""}]",25,Low,1 related alerts from 2025-06-22 11:24 to 2025-06-22 11:24; indicators: Create Access Key (+25). Resource context: iam:access-key.
INC-0163,user_023,"[{""event_id"": ""CLOUD-01218"", ""timestamp"": ""2025-06-23T16:57:42"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""10.10.3.177"", ""resource"": ""s3://customer-exports""}]",15,Low,1 related alerts from 2025-06-23 16:57 to 2025-06-23 16:57; indicators: Unusual Resource Access (+15). Resource context: s3://customer-exports.
INC-0164,user_023,"[{""event_id"": ""SAAS-00995"", ""timestamp"": ""2025-06-24T12:23:41"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-24 12:23 to 2025-06-24 12:23; indicators: Shadow AI (+30).
INC-0165,user_023,"[{""event_id"": ""CLOUD-00992"", ""timestamp"": ""2025-06-25T15:02:03"", ""alert_type"": ""Create Access Key"", ""severity"": ""High"", ""source_ip"": ""10.10.3.14"", ""resource"": ""iam:access-key""}]",25,Low,1 related alerts from 2025-06-25 15:02 to 2025-06-25 15:02; indicators: Create Access Key (+25). Resource context: iam:access-key.
INC-0166,user_023,"[{""event_id"": ""SAAS-00163"", ""timestamp"": ""2025-06-26T09:00:32"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}, {""event_id"": ""CLOUD-00420"", ""timestamp"": ""2025-06-26T14:04:20"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""10.10.3.196"", ""resource"": ""s3://finance-backups""}]",45,Medium,"2 related alerts from 2025-06-26 09:00 to 2025-06-26 14:04; indicators: Shadow AI (+30), Unusual Resource Access (+15). Resource context: s3://finance-backups."
INC-0167,user_024,"[{""event_id"": ""CLOUD-00698"", ""timestamp"": ""2025-06-02T04:48:33"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""185.220.147.87"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00698"", ""timestamp"": ""2025-06-02T04:48:33"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.147.87"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00698"", ""timestamp"": ""2025-06-02T04:48:33"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""185.220.147.87"", ""resource"": ""s3://customer-exports""}]",45,Medium,"3 related alerts from 2025-06-02 04:48 to 2025-06-02 04:48; indicators: Unusual Resource Access (+15), Unknown IP (+20), Unusual Access Time (+10). External IP context: 185.220.147.87. Resource context: s3://customer-exports."
INC-0168,user_024,"[{""event_id"": ""CLOUD-00462"", ""timestamp"": ""2025-06-05T16:19:06"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.90.183"", ""resource"": ""aws:console""}]",20,Low,1 related alerts from 2025-06-05 16:19 to 2025-06-05 16:19; indicators: Unknown IP (+20). External IP context: 185.220.90.183. Resource context: aws:console.
INC-0169,user_024,"[{""event_id"": ""SAAS-00278"", ""timestamp"": ""2025-06-06T10:49:22"", ""alert_type"": ""Shadow IT"", ""severity"": ""Medium"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-06 10:49 to 2025-06-06 10:49; indicators: Shadow IT (+30).
INC-0170,user_024,"[{""event_id"": ""SAAS-00025"", ""timestamp"": ""2025-06-08T09:49:05"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}, {""event_id"": ""SAAS-00880"", ""timestamp"": ""2025-06-08T18:29:26"", ""alert_type"": ""Shadow IT"", ""severity"": ""Medium"", ""source_ip"": null, ""resource"": null}]",60,Medium,"2 related alerts from 2025-06-08 09:49 to 2025-06-08 18:29; indicators: Shadow AI (+30), Shadow IT (+30)."
INC-0171,user_024,"[{""event_id"": ""CLOUD-00210"", ""timestamp"": ""2025-06-13T04:59:37"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""10.10.4.30"", ""resource"": ""aws:console""}]",10,Low,1 related alerts from 2025-06-13 04:59 to 2025-06-13 04:59; indicators: Unusual Access Time (+10). Resource context: aws:console.
INC-0172,user_024,"[{""event_id"": ""CLOUD-00494"", ""timestamp"": ""2025-06-16T04:41:13"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.35.218"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00494"", ""timestamp"": ""2025-06-16T04:41:13"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""185.220.35.218"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00494"", ""timestamp"": ""2025-06-16T04:41:13"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""185.220.35.218"", ""resource"": ""s3://customer-exports""}]",45,Medium,"3 related alerts from 2025-06-16 04:41 to 2025-06-16 04:41; indicators: Unknown IP (+20), Unusual Access Time (+10), Unusual Resource Access (+15). External IP context: 185.220.35.218. Resource context: s3://customer-exports."
INC-0173,user_024,"[{""event_id"": ""SAAS-01052"", ""timestamp"": ""2025-06-19T12:12:38"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-19 12:12 to 2025-06-19 12:12; indicators: Shadow AI (+30).
INC-0174,user_024,"[{""event_id"": ""CLOUD-00651"", ""timestamp"": ""2025-06-23T10:24:32"", ""alert_type"": ""Create Access Key"", ""severity"": ""High"", ""source_ip"": ""10.10.4.90"", ""resource"": ""iam:access-key""}]",25,Low,1 related alerts from 2025-06-23 10:24 to 2025-06-23 10:24; indicators: Create Access Key (+25). Resource context: iam:access-key.
INC-0175,user_024,"[{""event_id"": ""CLOUD-00203"", ""timestamp"": ""2025-06-25T17:08:08"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""10.10.4.94"", ""resource"": ""s3://customer-exports""}]",15,Low,1 related alerts from 2025-06-25 17:08 to 2025-06-25 17:08; indicators: Unusual Resource Access (+15). Resource context: s3://customer-exports.
INC-0176,user_024,"[{""event_id"": ""SAAS-01105"", ""timestamp"": ""2025-06-27T09:02:38"", ""alert_type"": ""Large Data Upload"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",20,Low,1 related alerts from 2025-06-27 09:02 to 2025-06-27 09:02; indicators: Large Data Upload (+20).
INC-0177,user_025,"[{""event_id"": ""SAAS-01068"", ""timestamp"": ""2025-06-01T15:54:03"", ""alert_type"": ""Large Data Upload"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}, {""event_id"": ""CLOUD-00149"", ""timestamp"": ""2025-06-02T03:07:20"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""185.220.54.35"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00149"", ""timestamp"": ""2025-06-02T03:07:20"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.54.35"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00149"", ""timestamp"": ""2025-06-02T03:07:20"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""185.220.54.35"", ""resource"": ""s3://customer-exports""}]",65,High,"4 related alerts from 2025-06-01 15:54 to 2025-06-02 03:07; indicators: Large Data Upload (+20), Unusual Resource Access (+15), Unknown IP (+20), Unusual Access Time (+10). External IP context: 185.220.54.35. Resource context: s3://customer-exports."
INC-0178,user_025,"[{""event_id"": ""CLOUD-00946"", ""timestamp"": ""2025-06-05T09:48:32"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.32.20"", ""resource"": ""aws:console""}, {""event_id"": ""CLOUD-01091"", ""timestamp"": ""2025-06-05T10:41:05"", ""alert_type"": ""Create Access Key"", ""severity"": ""High"", ""source_ip"": ""10.10.1.144"", ""resource"": ""iam:access-key""}]",45,Medium,"2 related alerts from 2025-06-05 09:48 to 2025-06-05 10:41; indicators: Unknown IP (+20), Create Access Key (+25). External IP context: 185.220.32.20. Resource context: aws:console, iam:access-key."
INC-0179,user_025,"[{""event_id"": ""SAAS-00287"", ""timestamp"": ""2025-06-06T09:48:49"", ""alert_type"": ""Shadow IT"", ""severity"": ""Medium"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-06 09:48 to 2025-06-06 09:48; indicators: Shadow IT (+30).
INC-0180,user_025,"[{""event_id"": ""SAAS-00393"", ""timestamp"": ""2025-06-10T11:35:51"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-10 11:35 to 2025-06-10 11:35; indicators: Shadow AI (+30).
INC-0181,user_025,"[{""event_id"": ""CLOUD-00089"", ""timestamp"": ""2025-06-11T11:36:54"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""10.10.1.178"", ""resource"": ""s3://finance-backups""}, {""event_id"": ""CLOUD-01037"", ""timestamp"": ""2025-06-11T18:06:54"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.6.179"", ""resource"": ""aws:console""}]",35,Medium,"2 related alerts from 2025-06-11 11:36 to 2025-06-11 18:06; indicators: Unusual Resource Access (+15), Unknown IP (+20). External IP context: 185.220.6.179. Resource context: s3://finance-backups, aws:console."
INC-0182,user_025,"[{""event_id"": ""SAAS-00383"", ""timestamp"": ""2025-06-14T17:28:07"", ""alert_type"": ""Large Data Upload"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",20,Low,1 related alerts from 2025-06-14 17:28 to 2025-06-14 17:28; indicators: Large Data Upload (+20).
INC-0183,user_025,"[{""event_id"": ""CLOUD-00562"", ""timestamp"": ""2025-06-17T12:24:13"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.145.25"", ""resource"": ""aws:console""}]",20,Low,1 related alerts from 2025-06-17 12:24 to 2025-06-17 12:24; indicators: Unknown IP (+20). External IP context: 185.220.145.25. Resource context: aws:console.
INC-0184,user_025,"[{""event_id"": ""CLOUD-00123"", ""timestamp"": ""2025-06-20T04:21:45"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.65.105"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00123"", ""timestamp"": ""2025-06-20T04:21:45"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""185.220.65.105"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00123"", ""timestamp"": ""2025-06-20T04:21:45"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""185.220.65.105"", ""resource"": ""s3://customer-exports""}]",45,Medium,"3 related alerts from 2025-06-20 04:21 to 2025-06-20 04:21; indicators: Unknown IP (+20), Unusual Access Time (+10), Unusual Resource Access (+15). External IP context: 185.220.65.105. Resource context: s3://customer-exports."
INC-0185,user_026,"[{""event_id"": ""CLOUD-00213"", ""timestamp"": ""2025-06-06T18:15:03"", ""alert_type"": ""Create Access Key"", ""severity"": ""High"", ""source_ip"": ""10.10.2.85"", ""resource"": ""iam:access-key""}]",25,Low,1 related alerts from 2025-06-06 18:15 to 2025-06-06 18:15; indicators: Create Access Key (+25). Resource context: iam:access-key.
INC-0186,user_026,"[{""event_id"": ""CLOUD-00181"", ""timestamp"": ""2025-06-07T15:07:03"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""10.10.2.211"", ""resource"": ""s3://finance-backups""}]",15,Low,1 related alerts from 2025-06-07 15:07 to 2025-06-07 15:07; indicators: Unusual Resource Access (+15). Resource context: s3://finance-backups.
INC-0187,user_026,"[{""event_id"": ""CLOUD-00708"", ""timestamp"": ""2025-06-10T00:40:51"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""10.10.2.54"", ""resource"": ""aws:console""}]",10,Low,1 related alerts from 2025-06-10 00:40 to 2025-06-10 00:40; indicators: Unusual Access Time (+10). Resource context: aws:console.
INC-0188,user_026,"[{""event_id"": ""CLOUD-00629"", ""timestamp"": ""2025-06-10T17:38:29"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""10.10.2.57"", ""resource"": ""s3://customer-exports""}]",15,Low,1 related alerts from 2025-06-10 17:38 to 2025-06-10 17:38; indicators: Unusual Resource Access (+15). Resource context: s3://customer-exports.
INC-0189,user_026,"[{""event_id"": ""SAAS-00395"", ""timestamp"": ""2025-06-12T14:00:39"", ""alert_type"": ""Large Data Upload"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",20,Low,1 related alerts from 2025-06-12 14:00 to 2025-06-12 14:00; indicators: Large Data Upload (+20).
INC-0190,user_026,"[{""event_id"": ""SAAS-01200"", ""timestamp"": ""2025-06-13T12:03:16"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-13 12:03 to 2025-06-13 12:03; indicators: Shadow AI (+30).
INC-0191,user_026,"[{""event_id"": ""CLOUD-00833"", ""timestamp"": ""2025-06-14T11:53:44"", ""alert_type"": ""Create Access Key"", ""severity"": ""High"", ""source_ip"": ""10.10.2.46"", ""resource"": ""iam:access-key""}]",25,Low,1 related alerts from 2025-06-14 11:53 to 2025-06-14 11:53; indicators: Create Access Key (+25). Resource context: iam:access-key.
INC-0192,user_026,"[{""event_id"": ""CLOUD-00909"", ""timestamp"": ""2025-06-28T18:33:01"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.131.237"", ""resource"": ""aws:console""}]",20,Low,1 related alerts from 2025-06-28 18:33 to 2025-06-28 18:33; indicators: Unknown IP (+20). External IP context: 185.220.131.237. Resource context: aws:console.
INC-0193,user_027,"[{""event_id"": ""SAAS-01169"", ""timestamp"": ""2025-06-02T14:26:23"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-02 14:26 to 2025-06-02 14:26; indicators: Shadow AI (+30).
INC-0194,user_027,"[{""event_id"": ""SAAS-01053"", ""timestamp"": ""2025-06-04T15:00:18"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-04 15:00 to 2025-06-04 15:00; indicators: Shadow AI (+30).
INC-0195,user_027,"[{""event_id"": ""SAAS-01072"", ""timestamp"": ""2025-06-08T09:47:56"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-08 09:47 to 2025-06-08 09:47; indicators: Shadow AI (+30).
INC-0196,user_027,"[{""event_id"": ""CLOUD-00691"", ""timestamp"": ""2025-06-13T04:57:15"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""10.10.3.26"", ""resource"": ""aws:console""}, {""event_id"": ""CLOUD-00676"", ""timestamp"": ""2025-06-13T16:51:54"", ""alert_type"": ""Create Access Key"", ""severity"": ""High"", ""source_ip"": ""10.10.3.103"", ""resource"": ""iam:access-key""}]",35,Medium,"2 related alerts from 2025-06-13 04:57 to 2025-06-13 16:51; indicators: Unusual Access Time (+10), Create Access Key (+25). Resource context: aws:console, iam:access-key."
INC-0197,user_027,"[{""event_id"": ""CLOUD-00414"", ""timestamp"": ""2025-06-16T01:29:21"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""185.220.241.156"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00414"", ""timestamp"": ""2025-06-16T01:29:21"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""185.220.241.156"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00414"", ""timestamp"": ""2025-06-16T01:29:21"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.241.156"", ""resource"": ""s3://customer-exports""}]",45,Medium,"3 related alerts from 2025-06-16 01:29 to 2025-06-16 01:29; indicators: Unusual Access Time (+10), Unusual Resource Access (+15), Unknown IP (+20). External IP context: 185.220.241.156. Resource context: s3://customer-exports."
INC-0198,user_027,"[{""event_id"": ""CLOUD-01045"", ""timestamp"": ""2025-06-19T04:38:39"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""185.220.77.3"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-01045"", ""timestamp"": ""2025-06-19T04:38:39"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.77.3"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-01045"", ""timestamp"": ""2025-06-19T04:38:39"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""185.220.77.3"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""SAAS-00178"", ""timestamp"": ""2025-06-19T10:06:21"", ""alert_type"": ""Large Data Upload"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",65,High,"4 related alerts from 2025-06-19 04:38 to 2025-06-19 10:06; indicators: Unusual Resource Access (+15), Unknown IP (+20), Unusual Access Time (+10), Large Data Upload (+20). External IP context: 185.220.77.3. Resource context: s3://customer-exports."
INC-0199,user_028,"[{""event_id"": ""SAAS-00938"", ""timestamp"": ""2025-06-01T15:51:43"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-01 15:51 to 2025-06-01 15:51; indicators: Shadow AI (+30).
INC-0200,user_028,"[{""event_id"": ""CLOUD-00163"", ""timestamp"": ""2025-06-05T02:56:54"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""185.220.12.24"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00163"", ""timestamp"": ""2025-06-05T02:56:54"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.12.24"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00163"", ""timestamp"": ""2025-06-05T02:56:54"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""185.220.12.24"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""SAAS-00482"", ""timestamp"": ""2025-06-05T11:24:31"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}, {""event_id"": ""SAAS-00750"", ""timestamp"": ""2025-06-05T14:55:00"", ""alert_type"": ""Shadow IT"", ""severity"": ""Medium"", ""source_ip"": null, ""resource"": null}]",100,High,"5 related alerts from 2025-06-05 02:56 to 2025-06-05 14:55; indicators: Unusual Resource Access (+15), Unknown IP (+20), Unusual Access Time (+10), Shadow AI (+30), Shadow IT (+30). External IP context: 185.220.12.24. Resource context: s3://customer-exports."
INC-0201,user_028,"[{""event_id"": ""CLOUD-00487"", ""timestamp"": ""2025-06-06T14:54:26"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""10.10.4.18"", ""resource"": ""s3://customer-exports""}]",15,Low,1 related alerts from 2025-06-06 14:54 to 2025-06-06 14:54; indicators: Unusual Resource Access (+15). Resource context: s3://customer-exports.
INC-0202,user_028,"[{""event_id"": ""CLOUD-00135"", ""timestamp"": ""2025-06-10T23:05:13"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""185.220.106.177"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00135"", ""timestamp"": ""2025-06-10T23:05:13"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""185.220.106.177"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00135"", ""timestamp"": ""2025-06-10T23:05:13"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.106.177"", ""resource"": ""s3://customer-exports""}]",45,Medium,"3 related alerts from 2025-06-10 23:05 to 2025-06-10 23:05; indicators: Unusual Resource Access (+15), Unusual Access Time (+10), Unknown IP (+20). External IP context: 185.220.106.177. Resource context: s3://customer-exports."
INC-0203,user_028,"[{""event_id"": ""CLOUD-01014"", ""timestamp"": ""2025-06-12T00:14:56"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""10.10.4.115"", ""resource"": ""aws:console""}]",10,Low,1 related alerts from 2025-06-12 00:14 to 2025-06-12 00:14; indicators: Unusual Access Time (+10). Resource context: aws:console.
INC-0204,user_028,"[{""event_id"": ""SAAS-00826"", ""timestamp"": ""2025-06-13T17:58:14"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-13 17:58 to 2025-06-13 17:58; indicators: Shadow AI (+30).
INC-0205,user_028,"[{""event_id"": ""CLOUD-00689"", ""timestamp"": ""2025-06-15T04:21:53"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.157.234"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00689"", ""timestamp"": ""2025-06-15T04:21:53"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""185.220.157.234"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00689"", ""timestamp"": ""2025-06-15T04:21:53"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""185.220.157.234"", ""resource"": ""s3://customer-exports""}]",45,Medium,"3 related alerts from 2025-06-15 04:21 to 2025-06-15 04:21; indicators: Unknown IP (+20), Unusual Access Time (+10), Unusual Resource Access (+15). External IP context: 185.220.157.234. Resource context: s3://customer-exports."
INC-0206,user_028,"[{""event_id"": ""SAAS-00161"", ""timestamp"": ""2025-06-19T17:16:41"", ""alert_type"": ""Large Data Upload"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",20,Low,1 related alerts from 2025-06-19 17:16 to 2025-06-19 17:16; indicators: Large Data Upload (+20).
INC-0207,user_028,"[{""event_id"": ""SAAS-00748"", ""timestamp"": ""2025-06-20T14:02:27"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}, {""event_id"": ""SAAS-00086"", ""timestamp"": ""2025-06-20T16:28:27"", ""alert_type"": ""Shadow IT"", ""severity"": ""Medium"", ""source_ip"": null, ""resource"": null}]",60,Medium,"2 related alerts from 2025-06-20 14:02 to 2025-06-20 16:28; indicators: Shadow AI (+30), Shadow IT (+30)."
INC-0208,user_028,"[{""event_id"": ""SAAS-00386"", ""timestamp"": ""2025-06-21T17:06:05"", ""alert_type"": ""Large Data Upload"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",20,Low,1 related alerts from 2025-06-21 17:06 to 2025-06-21 17:06; indicators: Large Data Upload (+20).
INC-0209,user_028,"[{""event_id"": ""CLOUD-00854"", ""timestamp"": ""2025-06-26T04:08:40"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""10.10.4.159"", ""resource"": ""aws:console""}]",10,Low,1 related alerts from 2025-06-26 04:08 to 2025-06-26 04:08; indicators: Unusual Access Time (+10). Resource context: aws:console.
INC-0210,user_028,"[{""event_id"": ""SAAS-00924"", ""timestamp"": ""2025-06-28T09:00:54"", ""alert_type"": ""Shadow IT"", ""severity"": ""Medium"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-28 09:00 to 2025-06-28 09:00; indicators: Shadow IT (+30).
INC-0211,user_029,"[{""event_id"": ""SAAS-01046"", ""timestamp"": ""2025-06-11T12:59:31"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-11 12:59 to 2025-06-11 12:59; indicators: Shadow AI (+30).
INC-0212,user_029,"[{""event_id"": ""CLOUD-00262"", ""timestamp"": ""2025-06-12T02:36:54"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""10.10.1.21"", ""resource"": ""aws:console""}]",10,Low,1 related alerts from 2025-06-12 02:36 to 2025-06-12 02:36; indicators: Unusual Access Time (+10). Resource context: aws:console.
INC-0213,user_029,"[{""event_id"": ""CLOUD-00425"", ""timestamp"": ""2025-06-26T01:48:34"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""10.10.1.44"", ""resource"": ""aws:console""}, {""event_id"": ""SAAS-00747"", ""timestamp"": ""2025-06-26T12:54:31"", ""alert_type"": ""Large Data Upload"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",30,Low,"2 related alerts from 2025-06-26 01:48 to 2025-06-26 12:54; indicators: Unusual Access Time (+10), Large Data Upload (+20). Resource context: aws:console."
INC-0214,user_030,"[{""event_id"": ""CLOUD-00021"", ""timestamp"": ""2025-06-01T22:04:54"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""10.10.2.42"", ""resource"": ""aws:console""}]",10,Low,1 related alerts from 2025-06-01 22:04 to 2025-06-01 22:04; indicators: Unusual Access Time (+10). Resource context: aws:console.
